superfam,fam,subfam,supergen,gen,spe,plant_ord,plant_fam,plant_subfam,plant_tri,plant_gen,plant_spe
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,コショウ目,ウマノスズクサ科,,,カンアオイ属,タイリンアオイ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,コショウ目,ウマノスズクサ科,,,カンアオイ属,シジキカンアオイ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,コショウ目,ウマノスズクサ科,,,カンアオイ属,ツクシアオイ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,コショウ目,ウマノスズクサ科,,,カンアオイ属,アケボノアオイ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,コショウ目,ウマノスズクサ科,,,カンアオイ属,アツバカンアオイ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,コショウ目,ウマノスズクサ科,,,カンアオイ属,ウスバサイシン
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,マツカゼソウ属,マツカゼソウ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,クスノキ目,クスノキ科,,,クスノキ属(ニッケイ属),クスノキ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,ミカン属,ライム
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,ミカン属,ダイダイ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,ミカン属,ヒラミレモン
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,ミカン属,ハッサク
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,ミカン属,キンカン
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,ミカン属,ユズ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,ミカン属,ミカン
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,ミカン属,タヒチライム
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,ミカン属,レモン
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,ミカン属,ザボン
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,ミカン属,ナツミカン
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,ミカン属,キンコウジ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,ミカン属,マンダリンオレンジ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,ミカン属,オレンジ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,ミカン属,タチバナ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,ミカン属,ヒュウガナツ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,ミカン属,タンカン
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,ミカン属,カラタチ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,ミカン属,ウンシュウミカン
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,ミカン属,カラマンシー
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,ミカン属,グレープフルーツ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,コレア属,コレア
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,キク目,キク科,キク亜科,ハルシャギク連,コスモス属,コスモス
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,キク目,キク科,キク亜科,ハルシャギク連,コスモス属,キバナコスモス
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,ハクセン属,ヨウシュハクセン
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,セリ目,セリ科,セリ亜科,Apieae連,ウイキョウ属,ウイキョウ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,シソ目,モクセイ科,,ソケイ連,ソケイ属,オオバナソケイ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,シソ目,モクセイ科,,ソケイ連,ソケイ属,シルバージャスミン
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,ゲッキツ属,ゲッキツ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,コクサギ属,コクサギ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ユキノシタ目,ボタン科,,,ボタン属,シャクヤク
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ユキノシタ目,ボタン科,,,ボタン属,ヤマシャクヤク
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,セリ目,セリ科,セリ亜科,Apieae連,オランダゼリ属,パセリ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,キハダ属,キハダ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,キハダ属,ヒロハノキハダ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,ヘンルーダ属,ヘンルーダ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,ミヤマシキミ属,ミヤマシキミ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,ミヤマシキミ属,ツルシキミ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,キク目,キク科,キク亜科,コウオウソウ連,コウオウソウ属/マンジュギク属,マリーゴールド
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,ゴシュユ属,ハマセンダン
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,ゴシュユ属,ゴシュユ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,サルカケミカン属,サルカケミカン
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,サンショウ属,カラスザンショウ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,サンショウ属,フユザンショウ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,サンショウ属,ヒレサンショウ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,サンショウ属,コカラスザンショウ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,サンショウ属,テリハザンショウ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,サンショウ属,サンショウ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,サンショウ属,アサクラサンショウ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,ナミアゲハ,ムクロジ目,ミカン科,,,サンショウ属,イヌザンショウ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,ムクロジ目,ミカン科,,,ミカン属,(ミカン属の不特定種)
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,ブナ目,ヤマモモ科,,,コンプトニア属,(コンプトニア属の不特定種)
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Sinodielsia連,ミヤマセンキュウ属,(ミヤマセンキュウ属の不特定種)
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,,ドクニンジン属,(ドクニンジン属の不特定種)
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Scandiceae連,ニンジン属,(ニンジン属の不特定種)
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Tordylieae連,ハナウド属,(ハナウド属の不特定種)
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Selineae連,Lomatium属,(Lomatium属の不特定種)
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Oenantheae連,セリ属,(セリ属の不特定種)
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,,ミツバグサ属,(ミツバグサ属の不特定種)
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Selineae連,Pseudocymopterus属,(Pseudocymopterus属の不特定種)
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Selineae連,Sphenosciadium属,(Sphenosciadium属の不特定種)
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Selineae連,Tauschia属,(Tauschia属の不特定種)
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Selineae連,Zizia属,(Zizia属の不特定種)
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Selineae連,シシウド属,(シシウド属の一種(Angelica arguta))
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Selineae連,シシウド属,(シシウド属の一種(Angelica hendersonii))
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Selineae連,シシウド属,(シシウド属の一種(Angelica kingii))
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Selineae連,シシウド属,(シシウド属の一種(Angelica tomentosa))
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Careae連,ヒメウイキョウ属,キャラウェイ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Oenantheae連,ドクゼリ属,(ドクゼリ属の一種(Cicuta maculata))
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Sinodielsia連,ミヤマセンキュウ属,(ミヤマセンキュウ属の一種(Conioselinum scopulorum))
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,,ドクニンジン属,ドクニンジン
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Scandiceae連,ニンジン属,ノラニンジン
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Selineae連,Harbouria属,(Harbouria属の一種(Harbouria trachypleura))
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Tordylieae連,ハナウド属,(ハナウド属の一種(Heracleum maximum))
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Selineae連,Lomatium属,(Lomatium属の一種(Lomatium californicum))
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Selineae連,Lomatium属,(Lomatium属の一種(Lomatium dissectum))
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Selineae連,Lomatium属,(Lomatium属の一種(Lomatium grayi))
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Selineae連,Lomatium属,(Lomatium属の一種(Lomatium marginatum))
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Selineae連,Lomatium属,(Lomatium属の一種(Lomatium martindalei))
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Selineae連,Lomatium属,(Lomatium属の一種(Lomatium nuttallii))
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Selineae連,Lomatium属,(Lomatium属の一種(Lomatium parryi))
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Selineae連,Lomatium属,(Lomatium属の一種(Lomatium triternatum))
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Selineae連,Lomatium属,(Lomatium属の一種(Lomatium utriculatum))
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Selineae連,Musineon属,(Musineon属の一種(Lomatium utriculatum))
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Oenantheae連,セリ属,(セリ属の一種(Oenanthe sarmentosa))
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Tordylieae連,アメリカボウフウ属,アメリカボウフウ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Oenantheae連,ペリデリディア属.,(Perideridia属の一種(Perideridia bolanderi))
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Oenantheae連,ペリデリディア属.,(Perideridia属の一種(Perideridia gairdneri))
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Oenantheae連,ペリデリディア属.,(Perideridia属の一種(Perideridia kelloggii))
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Apieae連,オランダゼリ属,パセリ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Selineae連,Pseudocymopterus属,(Pseudocymopterus属の一種(Pseudocymopterus montanus))
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Selineae連,Pteryxia属,(Pteryxia属の一種(Pteryxia terebinthina))
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,ムクロジ目,ミカン科,,,ヘンルーダ属,ヘンルーダ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Selineae連,Tauschia属,(Tauschia属の一種(Tauschia arguta))
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Selineae連,Tauschia属,(Tauschia属の一種(Tauschia parishii))
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アメリカキアゲハ,セリ目,セリ科,セリ亜科,Selineae連,Zizia属,(Zizia属の一種(Zizia aptera))
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,ウスバシロチョウ族,ウスバシロチョウ属,ウスバシロチョウ,キンポウゲ目,ケシ科,ケマンソウ亜科,,キケマン属,ミチノクエンゴサク
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,ウスバシロチョウ族,ウスバシロチョウ属,ウスバシロチョウ,キンポウゲ目,ケシ科,ケマンソウ亜科,,キケマン属,シロボウエンゴサク
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,ウスバシロチョウ族,ウスバシロチョウ属,ウスバシロチョウ,キンポウゲ目,ケシ科,ケマンソウ亜科,,キケマン属,エゾエンゴサク
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,ウスバシロチョウ族,ウスバシロチョウ属,ウスバシロチョウ,キンポウゲ目,ケシ科,ケマンソウ亜科,,キケマン属,ムラサキケマン
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,ウスバシロチョウ族,ウスバシロチョウ属,ウスバシロチョウ,キンポウゲ目,ケシ科,ケマンソウ亜科,,キケマン属,ヤマエンゴサク
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,ウスバシロチョウ族,ウスバシロチョウ属,ウスバシロチョウ,キンポウゲ目,ケシ科,ケマンソウ亜科,,キケマン属,ミヤマキケマン
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,ウスバシロチョウ族,ウスバシロチョウ属,ウスバシロチョウ,キンポウゲ目,ケシ科,ケマンソウ亜科,,キケマン属,エゾキケマン
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,ウスバシロチョウ族,ウスバシロチョウ属,ウスバキチョウ,キンポウゲ目,ケシ科,ケマンソウ亜科,,キケマン属,カラフトオオケマン
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,ウスバシロチョウ族,ウスバシロチョウ属,ウスバキチョウ,キンポウゲ目,ケシ科,ケマンソウ亜科,,コマクサ属,アメリカコマクサ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,ウスバシロチョウ族,ウスバシロチョウ属,ウスバキチョウ,キンポウゲ目,ケシ科,ケマンソウ亜科,,コマクサ属,コマクサ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,ウスバシロチョウ族,ウスバシロチョウ属,ウスバキチョウ,キンポウゲ目,ケシ科,ケマンソウ亜科,,コマクサ属,ケマンソウ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,ウスバシロチョウ族,ウスバシロチョウ属,ヒメウスバシロチョウ,キンポウゲ目,ケシ科,ケマンソウ亜科,,キケマン属,シロボウエンゴサク
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,ウスバシロチョウ族,ウスバシロチョウ属,ヒメウスバシロチョウ,キンポウゲ目,ケシ科,ケマンソウ亜科,,キケマン属,エゾエンゴサク
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,ウスバシロチョウ族,ウスバシロチョウ属,ヒメウスバシロチョウ,キンポウゲ目,ケシ科,ケマンソウ亜科,,キケマン属,ムラサキケマン
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,ウスバシロチョウ族,ウスバシロチョウ属,ヒメウスバシロチョウ,キンポウゲ目,ケシ科,ケマンソウ亜科,,キケマン属,ヤマエンゴサク
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,ウスバシロチョウ族,ウスバシロチョウ属,ヒメウスバシロチョウ,キンポウゲ目,ケシ科,ケマンソウ亜科,,キケマン属,エゾキケマン
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ホソオチョウ属,ホソオチョウ,コショウ目,ウマノスズクサ科,,,ウマノスズクサ属,マルバウマノスズクサ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ホソオチョウ属,ホソオチョウ,コショウ目,ウマノスズクサ科,,,ウマノスズクサ属,ウマノスズクサ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,キシタアゲハ族(ジャコウアゲハ族),キシタアゲハ属,キシタアゲハ,コショウ目,ウマノスズクサ科,,,ウマノスズクサ属,リュウキュウウマノスズクサ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,キシタアゲハ族(ジャコウアゲハ族),キシタアゲハ属,キシタアゲハ,コショウ目,ウマノスズクサ科,,,ウマノスズクサ属,タイワンウマノスズクサ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,キシタアゲハ族(ジャコウアゲハ族),キシタアゲハ属,キシタアゲハ,コショウ目,ウマノスズクサ科,,,ウマノスズクサ属,コウシュンウマノスズクサ
